"nr","label"
4,0.7001999576907819
12,0.15084220394077222
14,0.28975854269139417
21,0.16558216062148462
31,0.09184214431810518
42,0.6139067083831632
44,0.05697425190937346
62,0.2734061095946772
92,5.034321482978012E-7
93,0.016732374372386814
94,0.10624808362556533
100,0.2772554000229089
101,0.6542132287033663
103,0.6194082051810164
110,0.02769983700645861
113,0.18718271833215094
114,0.003752581929036825
125,0.01696659221327359
127,0.004838261647668532
130,0.0013538444930772766
132,0.009248169207976088
134,0.01640092718889066
140,0.09176637488372395
142,0.289397942727365
145,0.02178017025637259
150,0.02161686294529608
152,0.9891118321423311
165,0.006405338173108407
176,0.012987211278581783
179,0.044557042108253925
193,0.1456891682767462
202,0.16511216953712954
205,0.43948024405962727
206,0.21571643925629472
211,0.1868811606788985
214,0.10271899488423868
217,0.22477245096407933
218,7.165927300827633E-4
229,0.3332505681003434
238,2.1096123575346857E-6
243,0.10661895102288595
244,0.1813930902850515
247,0.5748451388715762
248,0.30692560559409576
250,0.13259278294389962
251,0.003105278420168268
254,0.12615470049354466
255,0.29671386496300184
261,0.18414929632128713
263,0.01676404636376533
265,0.06442659010744203
270,0.3232250689565403
271,0.20987632321963426
279,1.298734358972421E-4
280,0.10435034412024802
281,0.03140260555205192
287,7.571403498102987E-5
293,0.018268726549516064
300,7.759670080682828E-6
306,0.13657882017034195
307,0.01580675487593914
311,0.23255976815985518
312,0.00262080923312003
313,0.14790494376167915
316,0.20270329043262147
323,0.12965399417338982
327,0.6066162204267797
328,0.0067395620044137265
330,0.006602995025065919
331,0.4383574814873355
334,0.04284121690280463
335,0.011849125834384636
336,0.06874511088658791
337,0.07640656226613948
338,0.006265446657715347
343,0.01198020887106308
344,0.06338747390935061
346,0.17939123799246331
355,0.03922732155843013
357,0.2442864931874519
362,0.03787359085064188
365,5.515290008383735E-4
373,0.09686220139415477
379,0.08953196310913265
387,0.005854640246555098
393,0.041738342473674396
412,0.06989670853732842
414,0.112402408996572
416,0.011629386140533982
427,0.05759589757862917
436,0.40477206307625435
438,0.24260371219239782
441,0.13750898784533855
462,0.008083595517592761
475,0.18719365189867557
482,0.6817411042030455
483,0.2132649221746536
487,0.08101259780914016
507,4.5337925153528816E-4
509,0.26520555423212544
510,0.035323683207045695
515,0.4869942823308608
518,0.07065103943283071
521,0.009315138960527238
523,0.11021269127683823
525,0.8595932237879272
537,0.8766680094432947
545,0.004699151235488954
547,0.207386798674934
550,0.0914524471555875
554,0.0051847800590382465
556,0.0020097208467433603
557,0.42564839831677315
559,0.187552873614285
564,0.13483921641999613
576,0.4827511728168338
581,1.1854720437201562E-4
589,0.004019378951799042
590,2.5938976503284027E-5
600,0.0074296409136949074
601,0.09021736113293513
602,0.034006602424716176
607,0.6714374337169728
614,0.004270659206639285
620,0.9613345937890221
625,0.15917570497989267
647,0.143571312958114
657,0.08165748219332901
661,0.003127085521720788
664,0.2657200565972866
681,0.014309198812386787
687,0.022620066269912566
708,0.16568865787123918
718,0.04494667215173058
741,0.29567692660278955
744,0.0481580173624112
760,0.00795104327134711
762,0.025810695267079437
779,0.1115138077591129
784,0.2798983249967928
793,0.03219717680160612
798,0.0019082168423195482
799,0.0011012827133627917
801,0.0716509989516779
821,0.08577579843810167
826,0.1442696167707578
838,9.23195179175131E-4
854,4.0655709877298257E-4
857,0.05336246583543967
869,0.026410800632916894
886,8.782772406631314E-5
894,0.32689506380219385
895,0.09111672383711066
897,0.19103602644280168
900,0.7740953349632073
920,0.00529253237656734
925,0.0030640160299048123
929,0.002576803384926311
932,0.07170601110079126
936,0.07168093835990356
939,0.00424900494995124
941,0.021109906094886978
952,0.22717015985463498
959,0.05444135018694358
965,0.04044854975522654
966,0.055342677993239706
973,2.3678238871041666E-4
976,0.02399958077851066
977,0.20294878444909042
995,0.5192714465702809
1000,0.01679766601168295
1001,0.03525517629063773
1002,0.5622009548633826
1007,0.05954492905794798
1008,0.7039386097692832
1014,0.6927069214909065
1015,6.401494197649381E-5
1019,0.16321688614034136
1021,0.04152579235743711
1025,0.040281633516972455
1027,0.016166609108122353
1033,0.27584502427991847
1040,0.10000807382219479
1057,9.086725365509234E-4
1058,0.7431810836333279
1068,0.1047115687640838
1070,0.0012756883632881553
1072,6.404695456083346E-4
1073,0.21714376861719234
1080,0.08828024048244887
1083,0.017763827542212063
1095,0.34416635277750807
1104,0.0013111336364876912
1105,0.002665508787397967
1109,0.001328389072206549
1111,0.5934235678371801
1117,0.007846396830320472
1119,0.07573925244094966
1123,3.879267684017586E-5
1128,0.029698392306723886
1129,0.3925794054202868
1135,0.012007306534581205
1137,0.004482092207042575
1142,1.0370185992420869E-4
1143,0.0012529147366239215
1145,0.008210381402339352
1149,0.3745534899509586
1153,0.10499209430209423
1154,0.0047202017935688385
1155,0.024415544720194717
1156,0.034956589287670356
1160,0.28848743089540746
1173,0.17938266325184535
1176,0.0012605733467064507
1183,4.830600618219257E-4
1189,3.7045671152066646E-4
1191,0.0029655632734577895
1197,3.7220941831408164E-5
1200,0.004488409408561448
1203,0.43806618002561465
1211,6.920561059097202E-4
1212,2.5803859454534507E-4
1213,0.010000597260574071
1214,7.69975391293875E-5
1215,0.06247812628701286
1225,0.003986052992539612
1230,0.1712513594815005
1234,0.04955430397306271
1239,0.41160015996299854
1241,0.05873549814285621
1242,0.703676349493711
1254,0.1394230159870128
1261,0.01993217203223631
1270,0.09414784979473967
1271,0.40002370966072753
1274,0.0026444627951271813
1275,0.0058506672116099
1278,0.007816343594822242
1279,0.10874770424326596
1281,0.012299669778475231
1292,0.004750119784595944
1293,0.005684707682726252
1294,0.8135773601289211
1295,0.43970947647994885
1297,5.257906179906701E-5
1299,0.075250943363255
1302,0.006562078420858173
1305,0.03138932112429003
1307,0.001478195754887855
1318,0.14068774595199127
1319,0.038018956627514575
1323,4.9709675951144E-4
1331,0.02114509951586421
1332,0.5785335428919468
1336,0.014637935300580544
1337,0.2135199049844257
1339,0.010427480989540532
